"OTU"	"Phylum"	"Class"	"Family"	"Genus"	"BP"	"BS"	"CH"	"CS"	"RH"	"RT"
"3689"	"ASV6088"	"Deinococcus-Thermus"	"Deinococci"	"Deinococcaceae"	"Deinococcus"	0	0	0	0	1.65951997136469e-05	8.68037508269578e-05
"3690"	"ASV6089"	"Proteobacteria"	"Deltaproteobacteria"	"Sandaracinaceae"	NA	3.81511951794305e-05	2.73967931251738e-05	4.15802559964823e-05	0	2.14756644928522e-06	0
"3691"	"ASV609"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	"Ferruginibacter"	0.00138474507210562	0.000231541684506526	0.000397240439468965	0.000569736399803476	5.24488185030126e-05	0
"3692"	"ASV6090"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	7.61920376059021e-05	1.23742349391283e-05	0	1.04316186534032e-05	0	0
"3693"	"ASV6093"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	"Gemmata"	8.52629917326992e-05	0	1.9790223629527e-05	0	1.7414801710714e-05	0
"3694"	"ASV6095"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	"Pirellula"	7.33984959089756e-05	2.98311556589702e-06	0	2.17901914261271e-05	8.48625958850899e-06	0
"3695"	"ASV6096"	"Proteobacteria"	"Deltaproteobacteria"	"Polyangiaceae"	"Pajaroellobacter"	1.82352987814063e-05	6.08443321164467e-05	1.27916823364775e-05	2.98134106399804e-05	0	0
"3696"	"ASV6097"	"Bacteroidetes"	"Bacteroidia"	"NS11-12_marine_group"	NA	1.74424597039539e-05	1.87213329589067e-05	9.7745474898962e-06	0	0	0
"3697"	"ASV6098"	"Bacteroidetes"	"Bacteroidia"	"Spirosomaceae"	"Dyadobacter"	3.77474175305758e-05	9.5546182929992e-06	0	0	0	4.41466708216475e-05
"3698"	"ASV6099"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	4.93336848308108e-05	0	2.71614268732022e-05	0	2.7614610495919e-05	0
"3699"	"ASV61"	"Actinobacteria"	"Actinobacteria"	"Mycobacteriaceae"	"Mycobacterium"	0.00396324406754714	0.00563392031645745	0.00336873093783994	0.00519207920212461	0.000626847402884373	3.65289739226101e-05
"3700"	"ASV6100"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	"Gemmata"	1.44060283687943e-05	3.15260100068023e-05	0	8.46590229876706e-05	0	0
"3701"	"ASV6101"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionaceae"	"Bdellovibrio"	0	2.10548478787241e-05	1.30934075511318e-05	2.20051364247474e-05	1.97544242855248e-05	2.44158764191691e-05
"3702"	"ASV6102"	"Verrucomicrobia"	"Verrucomicrobiae"	"Rubritaleaceae"	"Luteolibacter"	0	3.15457413249211e-05	0	0	2.43854432838135e-05	7.87706433370281e-05
"3703"	"ASV6103"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaeraceae"	"SM1A02"	0	2.79088382840444e-05	7.05304572734113e-05	5.03529272063505e-05	0	0
"3704"	"ASV6104"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	7.40045994106153e-05	0	5.73081912746846e-06	2.06390894033755e-05	0	0
"3705"	"ASV6105"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionaceae"	"Bdellovibrio"	4.10594589498621e-05	2.23996626874325e-05	0	6.13567974090563e-05	0	0
"3706"	"ASV6106"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellaceae"	"Coxiella"	5.99010023447417e-05	6.48239359108691e-05	2.2990840066137e-05	0	0	0
"3707"	"ASV6107"	"Proteobacteria"	"Gammaproteobacteria"	"Rhodanobacteraceae"	"Rudaea"	1.57200663138898e-05	0	0.000102605323730415	0	0	0
"3708"	"ASV6108"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionaceae"	"Bdellovibrio"	0	0	0	0	6.92020624731056e-06	0.000100373470351787
"3709"	"ASV6109"	"Bacteroidetes"	"Bacteroidia"	"AKYH767"	NA	1.20048739788354e-05	3.27623326780867e-05	0	9.55944161154688e-05	7.95511195494225e-06	0
"3710"	"ASV611"	"Chloroflexi"	"Anaerolineae"	"A4b"	NA	0.00125029665402781	0.00029763456588961	0.000523040969117674	0.000362805281235227	5.65594912478148e-05	0
"3711"	"ASV6112"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	4.98723363342834e-05	0	0	5.67773193534956e-05	0	0
"3712"	"ASV6114"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionaceae"	"Cellvibrio"	0	0	0.000161734035495946	0	0	0
"3713"	"ASV6119"	"Actinobacteria"	"Actinobacteria"	"Microbacteriaceae"	"Agromyces"	1.39653658925864e-05	0	9.3231464407051e-05	0	0	0
"3714"	"ASV6121"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	"Pirellula"	2.86468345967321e-05	0	2.59182163809591e-05	0	3.22444292914677e-05	0
"3715"	"ASV6122"	"Proteobacteria"	"Gammaproteobacteria"	"Rhodanobacteraceae"	NA	0	7.38158650495882e-05	0	1.65370936738807e-05	1.26490353994417e-05	0
"3716"	"ASV6126"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	2.56414606521747e-05	0	4.06789146042459e-05	2.21396560160916e-05	0	0
"3717"	"ASV6128"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacteraceae"	"possible_genus_04"	0	0.000139327176540937	0	0	0	0
"3718"	"ASV6129"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	1.66765209745152e-05	7.34169085387125e-05	0	6.6348085277194e-06	0	0
"3719"	"ASV6131"	"Proteobacteria"	"Deltaproteobacteria"	"Polyangiaceae"	"Polyangium"	0	8.56677803478112e-06	1.48715592995165e-05	2.63955639209189e-05	7.75145901556471e-05	0
"3720"	"ASV6133"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonaceae"	"Herpetosiphon"	0	0	0.000106235294132903	3.08936982261612e-05	0	0
"3721"	"ASV6135"	"Actinobacteria"	"Acidimicrobiia"	"Ilumatobacteraceae"	NA	0	4.58536013065549e-05	1.53398806216401e-05	3.86982926313291e-05	0	0
"3722"	"ASV6136"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	"Fimbriiglobus"	7.99091750780575e-05	0	0	1.30353170189099e-05	0	0
"3723"	"ASV6137"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaeraceae"	"SM1A02"	4.26446704436801e-05	5.03307680866465e-05	1.17248757895971e-05	0	1.91520414501688e-05	0
"3724"	"ASV6138"	"Proteobacteria"	"Deltaproteobacteria"	"0319-6G20"	NA	0	0	0	0	5.91353399056333e-05	7.85653624532624e-05
"3725"	"ASV6139"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiaceae"	"Aquicella"	2.33952096291456e-05	0.000144633057643308	1.91590333884475e-05	0	0	0
"3726"	"ASV6141"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionaceae"	"Bdellovibrio"	1.4509272230712e-05	2.19398865362922e-05	2.20780680486199e-05	3.79043442891672e-05	1.19767590588506e-05	0
"3727"	"ASV6143"	"Chloroflexi"	"Anaerolineae"	"Anaerolineaceae"	NA	8.03632418531764e-06	3.17978433931862e-05	2.95685126091965e-06	6.73897662917511e-05	0	0
"3728"	"ASV6145"	"Proteobacteria"	"Deltaproteobacteria"	"KD3-10"	NA	0	1.45878920495988e-05	5.23920279993537e-05	2.46915358443939e-05	0	0
"3729"	"ASV6147"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	0	6.30381303813038e-05	4.29811434560135e-06	0.000114497517593034	0	0
"3730"	"ASV615"	"Planctomycetes"	"Planctomycetacia"	"Gimesiaceae"	NA	0.000441549210815853	0.00100918181823053	0.000158295673799075	0.00113493554346136	6.70241518903609e-05	0
"3731"	"ASV6150"	"Actinobacteria"	"Actinobacteria"	"Micromonosporaceae"	"Dactylosporangium"	0.000111676241056953	0	0	0	0	0
"3732"	"ASV6151"	"Proteobacteria"	"Alphaproteobacteria"	"Xanthobacteraceae"	NA	1.69579442981406e-05	0	8.91831986331119e-05	0	0	0
"3733"	"ASV6153"	"Actinobacteria"	"Actinobacteria"	"Corynebacteriaceae"	"Corynebacterium_1"	0	0	2.97232503761376e-05	0	5.49112446871633e-05	0
"3734"	"ASV6158"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	0	0	4.81806622383552e-05	3.60718716026573e-05	1.26490353994417e-05	0
"3735"	"ASV6159"	"Actinobacteria"	"Actinobacteria"	"Micromonosporaceae"	"Luedemannella"	0.000116139213199431	0	5.9137025218393e-07	0	0	0
"3736"	"ASV616"	"Bacteroidetes"	"Bacteroidia"	"Microscillaceae"	NA	0.000660448188349127	0.000464834537548678	0.000238132713493882	0.00111751458573079	4.88499834563725e-05	0
"3737"	"ASV6160"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacteraceae"	NA	2.75239706377719e-05	2.15756985062302e-05	4.23904095038038e-05	1.59571692356615e-05	1.0110598715954e-05	0
"3738"	"ASV6161"	"Proteobacteria"	"Deltaproteobacteria"	"Haliangiaceae"	"Haliangium"	5.50345617047506e-06	3.21918401356185e-05	0	8.00866560823285e-05	0	0
"3739"	"ASV6165"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiaceae"	"Roseimicrobium"	4.80484662628315e-05	5.941770647653e-06	2.47993613573989e-05	4.13097360525286e-05	1.39223024146841e-05	0
"3740"	"ASV6166"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	NA	5.63693035372662e-05	2.76389337385664e-05	4.91002783167443e-06	1.03195447016878e-05	0	0
"3741"	"ASV6167"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	"Pedosphaera"	8.62213834598586e-05	2.53465135203639e-05	0	0	0	0
"3742"	"ASV6168"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	"Gemmatimonas"	6.86115528480897e-06	0	0	4.68128232826312e-05	2.08431295204661e-05	0
"3743"	"ASV6169"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiaceae"	NA	2.42019409956678e-06	0	0.000128942069658656	6.6348085277194e-06	7.83817819836861e-06	0
"3744"	"ASV617"	"Proteobacteria"	"Alphaproteobacteria"	"Beijerinckiaceae"	"Bosea"	0.000571237976477319	0.000228879417409499	0.000363220479523461	0.000280960929596402	0.000675646966565797	0.000442061424071255
"3745"	"ASV6171"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaeraceae"	"SM1A02"	7.80630969670535e-05	8.7527352297593e-06	3.30479095544811e-06	2.18857000804007e-05	0	0
"3746"	"ASV6172"	"Proteobacteria"	"Gammaproteobacteria"	"Solimonadaceae"	"Hydrocarboniphaga"	0	0	0	0	6.81258015172335e-05	4.37269122240717e-05
"3747"	"ASV6173"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	0	6.00235850589821e-05	0	7.7422334227217e-05	0	0
"3748"	"ASV6175"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	3.69858562617878e-05	2.48262776958584e-05	4.03879999556956e-05	8.51709622897255e-06	0	0
"3749"	"ASV6176"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	1.81493197859857e-05	5.20622827317867e-05	0	5.85299358787111e-05	0	0
"3750"	"ASV6179"	"Chlamydiae"	"Chlamydiae"	"Simkaniaceae"	NA	0	0	0	0	7.50172463252509e-05	5.30265885547774e-05
"3751"	"ASV6180"	"Proteobacteria"	"Gammaproteobacteria"	"Solimonadaceae"	"Polycyclovorans"	0	0.000111825173365023	1.5210089359275e-05	0	2.45175528441889e-05	1.6070653740853e-05
"3752"	"ASV6181"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacteraceae"	"Sulfurifustis"	0	0	0.000245803136263374	0	0	0
"3753"	"ASV6182"	"Chloroflexi"	"Chloroflexia"	"Herpetosiphonaceae"	"Herpetosiphon"	8.02207675523039e-06	0	0.000179554305242538	0	1.42655794393057e-05	0
"3754"	"ASV6185"	"Fibrobacteres"	"Fibrobacteria"	"possible_family_01"	NA	4.47320458684101e-05	8.77539379579658e-06	4.46267093204057e-05	0	0	0
"3755"	"ASV6188"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	3.20307681429387e-05	1.33463831301717e-05	2.01065885742536e-05	0	2.00896444579368e-05	0
"3756"	"ASV619"	"Proteobacteria"	"Deltaproteobacteria"	"P3OB-42"	NA	0.000544496086329576	0.0011545121016218	0.000224884290508951	0.000903581353269041	0.000105455858509307	0
"3757"	"ASV6190"	"Proteobacteria"	"Gammaproteobacteria"	"Unknown_Family"	"Acidibacter"	6.82433686870299e-05	0	6.30810228964192e-05	0	0	0
"3758"	"ASV6191"	"Actinobacteria"	"Actinobacteria"	"Streptosporangiaceae"	"Herbidospora"	0.000109397393615529	1.27589486626302e-05	0	0	0	0
"3759"	"ASV6193"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	5.15330418441972e-05	3.15128885929193e-05	3.08669920733564e-06	3.68967013928917e-05	0	0
"3760"	"ASV62"	"Actinobacteria"	"Actinobacteria"	"Nocardioidaceae"	"Nocardioides"	3.46418098944332e-05	2.52098348014355e-05	5.12569270365258e-05	3.54921555237861e-06	0.00584269872244459	0.00899634126032858
"3761"	"ASV6200"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	8.72122985197694e-06	7.11256247017279e-05	8.65717167315714e-06	7.28390312895698e-05	0	0
"3762"	"ASV6201"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	3.05552673012044e-05	0	2.18509496982132e-05	1.2408729488966e-05	2.54073994543146e-05	0
"3763"	"ASV6202"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriaceae"	"Flavobacterium"	0	0	1.02889973577855e-06	0	0	9.60564038356294e-05
"3764"	"ASV6203"	"Proteobacteria"	"Alphaproteobacteria"	"Hyphomicrobiaceae"	"Hyphomicrobium"	0	0	0	0	4.9749836149584e-05	3.72104595534526e-05
"3765"	"ASV6207"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaeraceae"	NA	3.51943256575265e-05	0	4.02947911340344e-05	0	1.44695221534675e-05	0
"3766"	"ASV6208"	"Planctomycetes"	"Phycisphaerae"	"CPla-3_termite_group"	NA	2.40333259440151e-05	4.20252171778021e-05	2.5350148932125e-05	4.73228162947893e-05	8.48625958850899e-06	0
"3767"	"ASV621"	"Proteobacteria"	"Alphaproteobacteria"	"Xanthobacteraceae"	"Rhodoplanes"	0.00137586319991442	0.000100314784042617	0.00108613853022078	0.00023223645656403	2.74644218032982e-05	7.09720329634676e-06
"3768"	"ASV6210"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales_Incertae_Sedis"	"Bauldia"	2.69798997082274e-05	7.97216772197269e-05	2.58134400873284e-05	0	0	0
"3769"	"ASV6212"	"Proteobacteria"	"Deltaproteobacteria"	"Sandaracinaceae"	NA	1.86348830102045e-05	0	1.87572052918405e-05	0	0	6.75922451265974e-05
"3770"	"ASV6218"	"Proteobacteria"	"Deltaproteobacteria"	"0319-6G20"	NA	0	0	0	0	4.85467137929337e-05	5.01545549947921e-05
"3771"	"ASV622"	"Proteobacteria"	"Gammaproteobacteria"	"SC-I-84"	NA	0.000264149462280116	0.00122481091127092	0.00030684829323959	0.000572192920714219	0.000223574203838593	0
"3772"	"ASV6221"	"Proteobacteria"	"Alphaproteobacteria"	"AB1"	NA	5.37028086568928e-06	0	0	0	1.07378322464261e-05	6.79288740039646e-05
"3773"	"ASV6222"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	"Terrimonas"	3.90527751273376e-05	0	1.73143433463143e-05	0	2.52980707988833e-05	0
"3774"	"ASV6223"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacteraceae"	"PMMR1"	0	0	0	0	6.5769699656915e-05	3.09769742183178e-05
"3775"	"ASV6224"	"Proteobacteria"	"Gammaproteobacteria"	"SC-I-84"	NA	0	0	0.000185421025789432	0	1.51553905025942e-05	0
"3776"	"ASV6226"	"Proteobacteria"	"Deltaproteobacteria"	"BIrii41"	NA	1.69848051320242e-05	1.04096958881701e-05	0	2.46090577738646e-05	4.79028225666672e-05	0
"3777"	"ASV6227"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaeraceae"	"SM1A02"	4.18155721552231e-05	3.75824980188746e-05	1.34113233719132e-05	3.0976464149131e-05	0	0
"3778"	"ASV6229"	"Proteobacteria"	"Gammaproteobacteria"	"Solimonadaceae"	"Polycyclovorans"	0	1.69043215400831e-05	0	8.04188261058327e-05	0	0
"3779"	"ASV623"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutaceae"	"Lacunisphaera"	1.82285058771768e-05	0.000822608602974059	6.13504460177425e-05	0.000339046099165103	0.000637199144674884	0.000799258817277486
"3780"	"ASV6234"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiaceae"	"Herminiimonas"	0	7.60412362357165e-05	0	1.99044255831582e-05	0	0
"3781"	"ASV6236"	"Actinobacteria"	"Actinobacteria"	"Micromonosporaceae"	"Catelliglobosispora"	5.10241860605333e-05	0	6.13028095029491e-05	0	4.4037676119249e-06	0
"3782"	"ASV6237"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	7.13745232274253e-05	0	1.36292165217781e-05	1.66817080067194e-05	0	0
"3783"	"ASV6239"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	0	0	8.63374338108109e-05	3.81501490343866e-05	0	0
"3784"	"ASV624"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosomonadaceae"	"Ellin6067"	0.000316825798389724	0.000326622226414835	0.00185884043578291	0.000501422118823955	0.000148608590456872	0
"3785"	"ASV6240"	"Hydrogenedentes"	"Hydrogenedentia"	"Hydrogenedensaceae"	NA	0	3.8291509361034e-05	4.72778707976188e-05	3.70653469156118e-05	0	0
"3786"	"ASV6245"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	"Gemmatimonas"	0	0	0	0	7.92511853295571e-05	5.52479863152202e-05
"3787"	"ASV6246"	"Proteobacteria"	"Gammaproteobacteria"	"Nitrosomonadaceae"	"Ellin6067"	2.01603339500024e-05	3.55759348565104e-05	0	5.59181169838447e-05	0	0
"3788"	"ASV6247"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	3.00994200111056e-05	0	0	7.71480301938103e-05	0	0
"3789"	"ASV6249"	"Proteobacteria"	"Alphaproteobacteria"	"KF-JG30-B3"	NA	2.85114832968607e-05	3.45414509505261e-05	2.5781823999877e-05	1.85186518832955e-05	0	0
"3790"	"ASV625"	"Proteobacteria"	"Deltaproteobacteria"	"Haliangiaceae"	"Haliangium"	0.00173959301173922	0.000107124379896177	0.000235420602162784	0.000103254952619208	5.83760392555446e-05	0
"3791"	"ASV6250"	"Actinobacteria"	"Actinobacteria"	"Micromonosporaceae"	NA	7.1383381464339e-05	0	1.85458983748985e-05	0	9.2577377329189e-06	0
"3792"	"ASV6251"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"Blastocatellaceae"	"JGI_0001001-H03"	1.99711004096158e-05	2.07961972667855e-05	5.9137025218393e-06	3.32530739582104e-05	0	0
"3793"	"ASV6252"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	0	1.7825311942959e-05	0	0.00010773342264454	0	0
"3794"	"ASV6254"	"Proteobacteria"	"Deltaproteobacteria"	"Haliangiaceae"	"Haliangium"	0	6.39719270542941e-05	0	9.72770216110631e-06	3.19641477005894e-05	0
"3795"	"ASV6255"	"Firmicutes"	"Bacilli"	"Paenibacillaceae"	"Paenibacillus"	5.8827735135824e-05	0	6.03962116441245e-05	0	0	0
"3796"	"ASV6257"	"Actinobacteria"	"Acidimicrobiia"	"Ilumatobacteraceae"	"CL500-29_marine_group"	0	0	0	0	6.65024388695345e-05	4.51705995831192e-05
"3797"	"ASV6258"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	2.05860766518089e-05	2.82548888393189e-05	1.32746861546755e-05	7.38308903687455e-05	0	0
"3798"	"ASV626"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionaceae"	"Bdellovibrio"	0	0.000323619260746829	0	4.80977336794819e-05	0.000576470106679468	0.00128195756918446
"3799"	"ASV6260"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	8.66769062243056e-05	0	2.05185326317949e-05	0	0	0
"3800"	"ASV6261"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	NA	0	5.13379137554486e-05	1.73143433463143e-05	9.74605437080082e-05	0	0
"3801"	"ASV6265"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaeraceae"	"SM1A02"	6.26532767663749e-06	4.96256248993935e-05	4.36989377782399e-05	1.36187830255488e-05	7.44060905849509e-06	0
"3802"	"ASV6266"	"Firmicutes"	"Bacilli"	"Thermoactinomycetaceae"	"Planifilum"	4.82645477552841e-05	0	2.51163530176441e-05	0	7.44060905849509e-06	0
"3803"	"ASV6267"	"Planctomycetes"	"Phycisphaerae"	"WD2101_soil_group"	NA	9.28602935827021e-05	0	0	0	0	0
"3804"	"ASV6268"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	4.77981229040655e-05	6.95942654325284e-06	4.41512643217076e-05	9.36256465652623e-06	0	0
"3805"	"ASV6270"	"Bacteroidetes"	"Bacteroidia"	"FFCH9454"	NA	0	1.33463831301717e-05	0	8.18439678878778e-05	6.74039914396931e-06	1.31191630380523e-05
"3806"	"ASV6274"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"Pyrinomonadaceae"	"RB41"	3.99067951751951e-05	0	5.26465302882322e-05	1.93414362287589e-05	0	0
"3807"	"ASV6275"	"Bacteroidetes"	"Bacteroidia"	"env.OPS_17"	NA	5.58105318068899e-05	0	6.17339841467129e-06	1.33027438444111e-05	0	0
"3808"	"ASV6276"	"Chloroflexi"	"Anaerolineae"	"A4b"	NA	3.99560693287807e-05	0	4.35899172748546e-05	2.10781965963397e-05	1.15721721661486e-05	0
"3809"	"ASV6278"	"Planctomycetes"	"Planctomycetacia"	"Pirellulaceae"	"Blastopirellula"	3.05476432732283e-05	2.65106569754952e-05	2.68202988760307e-05	3.2960332837436e-05	3.01023778031477e-05	0
"3810"	"ASV628"	"Proteobacteria"	"Gammaproteobacteria"	"Solimonadaceae"	"Polycyclovorans"	0.000570331828497434	0.00109823359739214	0.00037930895067239	0.000990775338525909	2.85446913431666e-05	0
"3811"	"ASV6280"	"Proteobacteria"	"Alphaproteobacteria"	"Xanthobacteraceae"	NA	0	0	0.000178245819831697	5.07637685669659e-05	0	0
"3812"	"ASV6282"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	NA	8.70749953557041e-05	0	1.40926450485492e-05	0	0	0
"3813"	"ASV6283"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	"Gemmatirosa"	5.02831984471093e-05	0	3.98847446435557e-05	3.27171650534407e-05	0	0
"3814"	"ASV6284"	"Gemmatimonadetes"	"Gemmatimonadetes"	"Gemmatimonadaceae"	NA	0	8.22438516301002e-05	0	4.30549002827847e-05	0	0
"3815"	"ASV6285"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionaceae"	"OM27_clade"	3.22536938204898e-05	0.000120590401466779	0	0	1.01586343312498e-05	0
"3816"	"ASV6288"	"Bacteroidetes"	"Bacteroidia"	"Crocinitomicaceae"	"Fluviicola"	0	0	0	0	8.54041482046716e-05	2.47720967102656e-05
"3817"	"ASV6292"	"Proteobacteria"	"Alphaproteobacteria"	"Holosporaceae"	NA	0	0.000101129651009204	0	3.77239785893971e-05	0	0
"3818"	"ASV6294"	"Proteobacteria"	"Alphaproteobacteria"	"Devosiaceae"	NA	1.19263251265309e-05	0	0	0	1.6972519177018e-05	7.15374218365153e-05
"3819"	"ASV6295"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellaceae"	"Haemophilus"	0	0	4.73039004169911e-05	0	8.36738850528988e-05	0
"3820"	"ASV6297"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexaceae"	NA	0	0.000102846177564675	0	3.54671930222013e-05	0	0
"3821"	"ASV6298"	"Actinobacteria"	"Acidimicrobiia"	"Iamiaceae"	"Iamia"	3.03312048456932e-05	4.43082222153287e-05	1.53258460741159e-05	0	1.86015226462377e-05	0
"3822"	"ASV6299"	"Proteobacteria"	"Gammaproteobacteria"	"Unknown_Family"	"Acidibacter"	5.048868796349e-05	0	0	7.46703304908827e-06	8.1846699643446e-06	0
"3823"	"ASV630"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"Blastocatellaceae"	NA	7.23667537249963e-05	0.00134864577602803	0.000205589209669446	0.00103674215307741	0.000118224369238959	0
"3824"	"ASV6301"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	"Ferruginibacter"	7.12609508584596e-05	1.60569056737076e-05	0	1.95474658768119e-05	0	0
"3825"	"ASV6302"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagaceae"	"Terrimonas"	6.62124165228427e-05	1.53751537515375e-06	2.70109030097192e-05	0	0	0
"3826"	"ASV6305"	"Proteobacteria"	"Deltaproteobacteria"	"0319-6G20"	NA	8.02207675523039e-06	6.08542503033739e-05	2.80993593346072e-05	7.49412584803126e-05	0	0
"3827"	"ASV6307"	"Proteobacteria"	"Gammaproteobacteria"	"B1-7BS"	NA	0	2.85559267826037e-05	0	7.35923563308479e-05	0	0
"3828"	"ASV6309"	"Planctomycetes"	"Planctomycetacia"	"Gemmataceae"	"Gemmata"	5.8276183847836e-05	0	0	0	2.08299098990675e-05	0
"3829"	"ASV631"	"Acidobacteria"	"Acidobacteriia"	"Solibacteraceae_(Subgroup_3)"	"Candidatus_Solibacter"	0.000587285808330931	0.00102623328208008	0	0.00137283661072136	0	0
"3830"	"ASV6316"	"Proteobacteria"	"Deltaproteobacteria"	"Haliangiaceae"	"Haliangium"	9.58362196065751e-05	0	0	0	6.94330329968917e-06	0
"3831"	"ASV6317"	"Verrucomicrobia"	"Verrucomicrobiae"	"Puniceicoccaceae"	"Verruc-01"	0	0.000100354033503629	1.34113233719132e-05	3.1153853620764e-05	0	0
"3832"	"ASV6318"	"Chlamydiae"	"Chlamydiae"	"cvE6"	NA	0	5.46217748413516e-05	2.01065885742536e-05	2.8358903611423e-05	0	0
"3833"	"ASV6319"	"Chloroflexi"	"Anaerolineae"	"A4b"	NA	4.62317213764665e-05	4.84933614260393e-05	1.75946681117754e-05	0	0	0
"3834"	"ASV632"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaeraceae"	"ADurb.Bin063-1"	0.000637288307500057	0.000650056430704746	0.000198979705728046	0.000943758077747566	0.000226208948642489	0
"3835"	"ASV6320"	"Chloroflexi"	"Chloroflexia"	"Roseiflexaceae"	NA	3.76361200528925e-05	2.67940170536038e-05	1.44290066898647e-05	0	0	0
"3836"	"ASV6323"	"Proteobacteria"	"Alphaproteobacteria"	"Beijerinckiaceae"	NA	7.51061984620579e-05	1.07626076260763e-05	2.4206510865401e-05	7.49380824094092e-06	0	0
"3837"	"ASV6324"	"Bacteroidetes"	"Bacteroidia"	"Crocinitomicaceae"	"Fluviicola"	0	4.76524637139018e-05	0	0	4.69113038428323e-05	4.05238928872463e-05
